CLASS,ATTR_1,ATTR_2,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_16,ATTR_17,ATTR_18,ATTR_19,ATTR_20,ATTR_21,ATTR_22,ATTR_23,ATTR_24,ATTR_25,ATTR_26,ATTR_27,ATTR_28,ATTR_29,ATTR_30,ATTR_31,ATTR_32,ATTR_33,ATTR_34,ATTR_35,ATTR_36,ATTR_37,ATTR_38,ATTR_39,ATTR_40,ATTR_41,ATTR_42,ATTR_43,ATTR_44,ATTR_45,ATTR_46,ATTR_47,ATTR_48,ATTR_49,ATTR_50,ATTR_51,ATTR_52,ATTR_53,ATTR_54,ATTR_55,ATTR_56,ATTR_57,ATTR_58,ATTR_59,ATTR_60,ATTR_61,ATTR_62,ATTR_63,ATTR_64,ATTR_65,ATTR_66,ATTR_67,ATTR_68,ATTR_69,ATTR_70,ATTR_71,ATTR_72,ATTR_73,ATTR_74,ATTR_75,ATTR_76,ATTR_77,ATTR_78,ATTR_79,ATTR_80,ATTR_81,ATTR_82,ATTR_83,ATTR_84,ATTR_85,ATTR_86,ATTR_87,ATTR_88,ATTR_89,ATTR_90,ATTR_91,ATTR_92,ATTR_93,ATTR_94,ATTR_95,ATTR_96,ATTR_97,ATTR_98,ATTR_99,ATTR_100,ATTR_101,ATTR_102,ATTR_103,ATTR_104,ATTR_105,ATTR_106,ATTR_107,ATTR_108,ATTR_109,ATTR_110,ATTR_111,ATTR_112,ATTR_113,ATTR_114,ATTR_115,ATTR_116,ATTR_117,ATTR_118,ATTR_119,ATTR_120,ATTR_121,ATTR_122,ATTR_123,ATTR_124,ATTR_125,ATTR_126,ATTR_127,ATTR_128
0,8,5,6,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,3,0,4,4,2,0,0,0,1,0,0,0,0,0,1,1,1,0,3,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,9,5,6,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,3,1,4,4,1,0,0,0,1,0,0,0,0,0,1,1,1,0,3,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,9,4,5,5,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,3,1,4,4,3,0,0,0,1,0,0,0,0,1,1,1,1,0,3,3,1,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0,8,5,6,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,3,1,4,4,2,0,0,0,0,0,0,0,0,1,1,1,1,0,3,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0,8,4,4,6,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,4,1,4,4,3,0,0,0,1,0,0,0,0,1,0,1,1,1,3,2,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0,9,6,6,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,2,1,4,4,1,0,0,0,1,0,0,0,0,1,1,1,1,0,3,2,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0,8,6,6,3,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,2,1,4,4,1,0,0,0,1,0,0,0,0,0,1,1,1,0,3,2,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0,8,5,4,5,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,3,1,4,5,4,0,0,0,1,0,0,0,0,0,1,1,1,0,3,3,3,0,0,3,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,5,4,5,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,4,3,1,4,5,4,0,0,0,1,0,0,0,0,1,1,1,1,0,2,2,4,0,1,2,5,0,0,0,3,0,0,0,0,0,0,1,1,0,0,2,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0,8,6,5,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,3,0,4,4,3,0,0,0,1,0,0,0,0,0,0,1,1,0,3,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,8,6,5,4,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,3,1,4,5,3,0,0,0,1,0,0,0,0,0,1,1,1,1,3,2,3,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0,8,6,5,5,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,4,3,1,5,5,3,0,0,0,1,0,0,0,0,0,1,1,1,0,3,3,3,0,1,2,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0,7,5,4,6,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,4,3,0,5,6,4,0,0,0,1,0,0,0,0,1,1,0,1,0,2,3,4,0,1,2,5,0,0,0,2,0,0,0,0,0,1,1,1,0,0,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0,7,6,5,5,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,4,3,1,5,5,3,0,0,0,1,0,0,0,0,1,0,1,1,0,3,2,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,8,7,6,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,1,1,5,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,3,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,8,7,6,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,2,1,5,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,5,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,2,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,5,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,2,1,5,5,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,6,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,2,1,5,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,6,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,3,1,5,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,6,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,2,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,6,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,3,1,5,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,6,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,2,1,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,6,7,6,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,2,1,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,6,8,6,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,6,8,6,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,6,8,6,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,6,8,6,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,6,7,6,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,6,7,6,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,1,1,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,6,7,7,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,8,7,6,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,2,1,5,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,6,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,4,1,1,5,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,6,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,1,1,5,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,8,7,6,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,2,1,5,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,3,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,5,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,4,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,7,5,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,4,0,1,5,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1,4,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
